service_id,service_type_id,client_name,hours,service_date,service_time,hourly_rate,total_revenue,branch_id,department,service_description
44508,2,Barrett and Sons,6,15/04/2023,19:27:52,900,5400,AM,Management,Quarterly Review
44509,5,Mccarthy Ltd,7,13/09/2023,14:34:11,300,2100,AM,Management,Quarterly Review
44510,7,Simpson-Garza,8,29/12/2023,06:28:36,600,4800,EM,Tax,Annual Tax Filing
44511,8,Hamilton Group,1,04/08/2023,00:34:56,1200,1200,EM,Advisory,Strategy Consulting
44512,1,Davis Group,3,10/07/2023,22:03:50,1500,4500,AP,Tax,Legal Consultation
44513,6,"Lawson, Parker and J",3,26/03/2023,17:24:47,900,2700,EM,Management,Annual Tax Filing
44514,5,Alexander-Meadows,7,20/06/2023,12:36:22,600,4200,AM,Legal,Legal Consultation
44515,4,"Price, Cook and Jose",1,29/10/2023,22:48:11,600,600,AP,Management,Quarterly Review
44516,3,Marquez-Hampton,5,15/03/2023,14:41:43,1200,6000,AM,Advisory,Quarterly Review
44517,8,Mills-Fox,6,28/09/2023,00:54:50,1500,9000,EM,Audit,Market Analysis
44518,5,"Holloway, Williams a",7,26/04/2023,11:54:50,900,6300,EM,Tax,Market Analysis
44519,8,"Moore, Murray and Jo",5,14/07/2023,06:34:55,600,3000,EM,Advisory,Legal Consultation
44520,7,"James, Yu and Kane",3,26/06/2023,01:15:08,1200,3600,AP,Audit,Strategy Consulting
44521,1,"Carroll, Williams an",8,13/08/2023,20:16:28,1500,12000,EM,Legal,Market Analysis
44522,1,Hood Group,6,20/11/2023,19:25:40,1500,9000,EA,Management,Strategy Consulting
44523,8,Hodge Inc,2,16/11/2023,22:04:18,900,1800,EA,Legal,Quarterly Review
44524,5,"Townsend, Valencia a",5,25/06/2023,09:34:45,1200,6000,AP,Advisory,Strategy Consulting
44525,9,Martinez Ltd,3,22/05/2023,21:22:40,900,2700,EA,Audit,Annual Tax Filing
44526,7,Hunt-Cooper,1,14/07/2023,03:19:56,300,300,EM,Legal,Legal Consultation
44527,7,"Wilkinson, Williams ",8,27/10/2023,05:01:37,1200,9600,EM,Audit,Strategy Consulting
44528,6,Archer-Martinez,5,23/02/2023,13:46:41,600,3000,EM,Advisory,Annual Tax Filing
44529,7,Fernandez LLC,5,21/12/2023,21:19:44,1500,7500,EA,Advisory,Legal Consultation
44530,2,Sparks-Galvan,4,08/10/2023,06:34:50,900,3600,AP,Tax,Quarterly Review
44531,3,Espinoza and Sons,1,01/06/2023,08:44:28,300,300,EM,Tax,Market Analysis
44532,5,"Howard, Ray and Well",3,18/01/2023,20:35:15,300,900,EM,Tax,Strategy Consulting
44533,3,Thomas PLC,1,08/11/2023,09:59:34,600,600,EA,Audit,Strategy Consulting
44534,4,Brown Ltd,7,12/06/2023,03:45:24,600,4200,EM,Tax,Annual Tax Filing
44535,2,Anderson-Rubio,7,10/06/2023,20:56:56,1500,10500,EA,Audit,Market Analysis
44536,8,Castillo-Franklin,1,19/03/2023,04:15:21,300,300,AM,Audit,Quarterly Review
44537,5,"Richmond, Davis and ",2,28/05/2023,11:52:10,1500,3000,EM,Management,Legal Consultation
44538,8,Andrews Group,1,13/09/2023,06:39:11,900,900,AM,Audit,Annual Tax Filing
44539,3,"Reynolds, Mccullough",7,18/02/2023,20:23:26,600,4200,EM,Advisory,Quarterly Review
44540,2,"Wagner, Jones and Ri",8,01/03/2023,15:01:47,900,7200,AP,Tax,Market Analysis
44541,2,Jimenez-Douglas,1,19/08/2023,20:25:08,1200,1200,AP,Audit,Quarterly Review
44542,1,Morgan-Kirby,2,01/12/2023,19:34:48,1200,2400,EA,Audit,Quarterly Review
44543,9,Miller-Cox,4,29/01/2023,02:37:50,600,2400,EM,Tax,Legal Consultation
44544,8,Frederick PLC,8,11/03/2023,10:12:02,900,7200,EA,Management,Strategy Consulting
44545,8,Savage Ltd,1,26/07/2023,17:13:31,1200,1200,EM,Tax,Strategy Consulting
44546,8,"Nelson, Moore and Hi",8,12/03/2023,00:51:25,600,4800,AP,Advisory,Quarterly Review
44547,1,Morrison-Williams,6,11/07/2023,09:43:15,1200,7200,AM,Management,Annual Tax Filing
44548,8,Garrison Group,6,18/07/2023,07:33:01,300,1800,EM,Legal,Quarterly Review
44549,8,Williams Inc,3,21/07/2023,06:57:34,1200,3600,EA,Audit,Legal Consultation
44550,2,Hess-Bridges,5,25/07/2023,22:23:37,1500,7500,AM,Tax,Annual Tax Filing
44551,2,Short LLC,1,04/09/2023,11:23:45,300,300,EA,Legal,Annual Tax Filing
44552,4,Velez Group,5,10/04/2023,05:46:27,600,3000,EM,Tax,Legal Consultation
44553,6,Clark LLC,7,03/06/2023,14:14:17,600,4200,EM,Tax,Quarterly Review
44554,9,Jenkins and Sons,2,13/04/2023,22:37:39,1500,3000,AP,Advisory,Market Analysis
44555,8,Stephens PLC,4,01/10/2023,14:55:01,1200,4800,EM,Audit,Legal Consultation
44556,9,Williams-Fowler,3,09/05/2023,20:37:10,900,2700,EM,Advisory,Quarterly Review
44557,4,Garcia-Clements,5,12/04/2023,22:56:34,600,3000,AM,Legal,Market Analysis
44558,6,Kennedy-Davis,5,24/08/2023,09:22:00,1200,6000,AM,Legal,Quarterly Review
44559,5,"Powell, Estes and Ki",6,08/10/2023,04:13:50,300,1800,EM,Management,Annual Tax Filing
44560,8,Chase-Garrett,1,22/07/2023,21:28:02,1500,1500,EA,Tax,Strategy Consulting
44561,1,"Bates, Young and Cox",4,05/02/2023,19:57:13,600,2400,EM,Audit,Legal Consultation
44562,2,"Hall, Harris and Mil",4,08/01/2023,15:11:35,900,3600,AM,Legal,Strategy Consulting
44563,7,Glass-Pena,7,02/08/2023,04:52:36,600,4200,EM,Audit,Market Analysis
44564,5,Harrell Ltd,5,08/12/2023,18:53:33,300,1500,EA,Audit,Market Analysis
44565,2,"Mitchell, Ritter and",8,14/02/2023,06:55:37,1500,12000,EM,Tax,Annual Tax Filing
44566,2,Bailey-Daniels,3,26/11/2023,16:03:48,1500,4500,EM,Advisory,Legal Consultation
44567,9,Ruiz Group,6,12/08/2023,08:01:56,300,1800,EM,Management,Strategy Consulting
44568,9,"Ortega, Hopkins and ",4,08/04/2023,10:17:53,600,2400,AM,Legal,Strategy Consulting
44569,6,Henry Ltd,3,27/09/2023,19:03:20,900,2700,EM,Management,Legal Consultation
44570,1,Greene-Harris,7,12/03/2023,06:32:49,1200,8400,AP,Management,Strategy Consulting
44571,9,"Harris, Smith and Ph",1,12/03/2023,06:45:08,1200,1200,AP,Audit,Market Analysis
44572,7,Olson LLC,4,11/02/2023,05:43:35,300,1200,EA,Management,Annual Tax Filing
44573,6,"Villanueva, Joseph a",4,30/09/2023,13:39:53,600,2400,AM,Audit,Annual Tax Filing
44574,6,"Ramirez, Estrada and",1,21/07/2023,18:52:58,1200,1200,EM,Tax,Annual Tax Filing
44575,1,Watkins LLC,4,20/11/2023,00:19:14,300,1200,EM,Legal,Strategy Consulting
44576,9,"Harrington, Pollard ",2,17/01/2023,03:04:20,900,1800,AP,Management,Legal Consultation
44577,3,"Gregory, Powell and ",6,22/10/2023,19:00:12,600,3600,AM,Management,Annual Tax Filing
44578,7,"Miller, Schultz and ",6,26/04/2023,08:32:43,1200,7200,AP,Audit,Strategy Consulting
44579,4,Lopez-Mcclure,5,10/02/2023,20:29:49,600,3000,AM,Audit,Quarterly Review
44580,9,Morris LLC,2,13/10/2023,18:37:52,600,1200,AM,Tax,Annual Tax Filing
44581,2,"Page, Holland and Cu",2,01/11/2023,13:35:10,600,1200,EM,Legal,Strategy Consulting
44582,7,Clarke Group,5,27/06/2023,17:58:44,900,4500,EA,Management,Market Analysis
44583,2,Gibson Group,1,15/09/2023,04:10:36,1500,1500,AP,Management,Quarterly Review
44584,8,Cameron PLC,4,13/12/2023,23:15:16,1200,4800,AP,Advisory,Strategy Consulting
44585,2,Zamora PLC,4,25/08/2023,05:26:05,300,1200,AM,Legal,Market Analysis
44586,5,"King, Stafford and S",2,16/02/2023,05:11:46,600,1200,EA,Tax,Market Analysis
44587,1,Alexander Ltd,6,23/03/2023,22:37:34,1500,9000,EA,Management,Legal Consultation
44588,8,Bishop Inc,1,01/11/2023,06:06:51,1500,1500,EM,Audit,Strategy Consulting
44589,2,Chang-Williams,1,15/06/2023,04:10:32,600,600,EM,Tax,Annual Tax Filing
44590,5,Frazier-Hall,3,22/06/2023,05:15:36,1200,3600,AP,Advisory,Market Analysis
44591,9,Williams Group,1,28/06/2023,09:12:13,600,600,EM,Advisory,Strategy Consulting
44592,2,Hodge LLC,4,24/03/2023,08:44:44,1500,6000,EM,Tax,Annual Tax Filing
44593,3,"Peterson, Rojas and ",3,16/11/2023,15:10:29,1500,4500,EM,Audit,Legal Consultation
44594,5,Cohen PLC,1,06/02/2023,15:55:55,1200,1200,AP,Advisory,Strategy Consulting
44595,6,Calhoun LLC,1,17/06/2023,15:31:02,300,300,AP,Audit,Annual Tax Filing
44596,3,Hughes PLC,4,30/09/2023,17:35:30,1200,4800,AP,Legal,Annual Tax Filing
44597,5,"Perkins, Benjamin an",4,13/08/2023,14:13:32,900,3600,EA,Advisory,Legal Consultation
44598,7,Welch PLC,7,01/04/2023,11:30:28,300,2100,EM,Legal,Quarterly Review
44599,4,Boyd-Johnson,2,24/02/2023,09:58:49,1500,3000,AP,Management,Strategy Consulting
44600,9,Lozano Group,2,04/09/2023,13:47:08,300,600,EM,Management,Strategy Consulting
44601,5,"Castillo, Copeland a",6,18/04/2023,23:39:57,1500,9000,AM,Management,Strategy Consulting
44602,9,Copeland and Sons,1,06/06/2023,22:36:00,300,300,EA,Tax,Strategy Consulting
44603,8,Lloyd Inc,2,08/11/2023,14:13:59,900,1800,AM,Legal,Market Analysis
44604,1,Terry-Black,3,07/09/2023,05:29:33,1500,4500,EM,Legal,Legal Consultation
44605,4,Pittman-Curry,6,22/08/2023,05:01:47,1200,7200,EM,Management,Legal Consultation
44606,4,Johnson Inc,6,02/02/2023,04:04:47,900,5400,AM,Management,Strategy Consulting
44607,4,"Luna, Thomas and Whi",1,19/12/2023,19:45:35,1500,1500,AM,Tax,Quarterly Review
44608,5,"Miller, Ross and Lar",2,18/09/2023,21:37:03,1500,3000,EM,Tax,Strategy Consulting
44609,8,Williams-Durham,1,10/05/2023,22:34:01,1200,1200,EA,Management,Market Analysis
44610,4,Jenkins-Elliott,2,14/08/2023,11:00:22,300,600,AP,Advisory,Strategy Consulting
44611,7,Nguyen-Brady,1,21/01/2023,13:17:32,1500,1500,AM,Advisory,Quarterly Review
44612,2,Blair-Mcbride,2,14/02/2023,17:40:37,600,1200,AM,Audit,Legal Consultation
44613,1,"Briggs, Cooper and W",7,05/11/2023,03:33:32,300,2100,EA,Audit,Strategy Consulting
44614,6,Miller Group,6,27/10/2023,11:52:34,900,5400,AP,Tax,Annual Tax Filing
44615,3,Lopez Inc,3,09/04/2023,18:55:32,300,900,AP,Tax,Quarterly Review
44616,5,Petersen-Garner,8,26/07/2023,14:49:33,1200,9600,EM,Advisory,Legal Consultation
44617,2,"Jackson, Lewis and S",2,20/07/2023,00:42:23,1500,3000,EM,Advisory,Strategy Consulting
44618,4,Ramirez Ltd,6,16/04/2023,03:12:09,600,3600,AM,Audit,Legal Consultation
44619,1,Harvey-Griffin,2,21/07/2023,21:41:31,1200,2400,AP,Legal,Strategy Consulting
44620,9,Parker and Sons,2,26/01/2023,06:10:11,1500,3000,AM,Audit,Quarterly Review
44621,2,Lane-Davis,1,15/03/2023,20:23:57,300,300,AP,Audit,Strategy Consulting
44622,1,Sanchez-Hernandez,6,05/01/2023,12:52:01,1500,9000,AM,Legal,Market Analysis
44623,3,"Nicholson, Santos an",2,02/05/2023,01:10:53,300,600,EM,Advisory,Quarterly Review
44624,2,Tran PLC,2,06/09/2023,21:44:32,600,1200,EM,Legal,Quarterly Review
44625,9,"Grant, Little and Wi",3,14/04/2023,00:58:29,900,2700,AM,Management,Annual Tax Filing
44626,7,"Johnson, Kelly and R",1,03/07/2023,12:38:32,300,300,EA,Management,Market Analysis
44627,3,Page and Sons,4,25/07/2023,15:08:08,300,1200,AP,Management,Quarterly Review
44628,5,"Taylor, Alvarez and ",6,01/10/2023,18:24:03,1200,7200,EM,Tax,Legal Consultation
44629,4,Price LLC,2,29/09/2023,15:07:01,900,1800,EA,Management,Annual Tax Filing
44630,4,Gonzalez LLC,1,11/01/2023,10:36:25,1200,1200,EM,Audit,Strategy Consulting
44631,5,"Martinez, Robinson a",1,20/09/2023,03:45:14,900,900,EM,Audit,Annual Tax Filing
44632,9,"Smith, Lambert and C",4,24/05/2023,06:40:01,600,2400,AM,Tax,Annual Tax Filing
44633,9,Riley-Cordova,6,15/09/2023,10:07:34,900,5400,AP,Management,Quarterly Review
44634,1,Green-Knight,4,20/10/2023,09:27:12,1200,4800,EA,Legal,Strategy Consulting
44635,6,Bryant Ltd,7,14/12/2023,20:43:21,600,4200,EM,Management,Annual Tax Filing
44636,5,"Parker, Adams and Mo",4,13/04/2023,07:11:19,1200,4800,EM,Legal,Annual Tax Filing
44637,9,Baker-Middleton,4,08/04/2023,18:52:08,900,3600,EM,Legal,Strategy Consulting
44638,7,Mitchell and Sons,7,19/06/2023,21:01:15,900,6300,EM,Tax,Market Analysis
44639,6,Lopez-Williamson,6,13/05/2023,15:13:06,600,3600,AM,Legal,Annual Tax Filing
44640,7,"Velez, Bowen and Wil",2,02/04/2023,15:30:00,1200,2400,EM,Legal,Strategy Consulting
44641,3,"Ward, Johnson and St",2,23/06/2023,11:26:16,900,1800,EA,Management,Strategy Consulting
44642,6,"Phillips, Harding an",4,15/02/2023,21:43:58,300,1200,EM,Audit,Annual Tax Filing
44643,1,Greene Inc,2,09/07/2023,15:31:40,1200,2400,AP,Advisory,Annual Tax Filing
44644,5,"Cervantes, Pena and ",6,09/02/2023,17:38:54,1500,9000,EA,Advisory,Annual Tax Filing
44645,3,Haley and Sons,6,25/08/2023,08:00:12,1200,7200,AP,Legal,Market Analysis
44646,2,"Miller, Schultz and ",7,14/01/2023,16:49:13,600,4200,AM,Audit,Quarterly Review
44647,7,"Smith, Brown and Ram",7,22/11/2023,13:03:22,1200,8400,AM,Management,Annual Tax Filing
44648,5,"Scott, Goodwin and G",5,29/07/2023,07:30:33,900,4500,EM,Legal,Market Analysis
44649,5,"Anderson, Gomez and ",5,09/02/2023,08:46:54,1200,6000,EA,Audit,Quarterly Review
44650,7,"Sullivan, Russell an",4,24/08/2023,03:48:09,1500,6000,EM,Advisory,Strategy Consulting
44651,2,Lin and Sons,2,19/09/2023,16:01:31,900,1800,EM,Legal,Annual Tax Filing
44652,1,Cruz Ltd,6,19/12/2023,13:20:08,900,5400,AP,Audit,Market Analysis
44653,3,Perry-Phillips,7,20/11/2023,11:33:15,600,4200,EM,Tax,Quarterly Review
44654,9,Brown Group,5,27/12/2023,02:39:26,300,1500,EM,Tax,Strategy Consulting
44655,7,"Gonzalez, Rogers and",1,20/09/2023,08:57:53,1200,1200,EM,Management,Market Analysis
44656,9,"Brewer, Taylor and H",2,21/12/2023,13:08:40,300,600,AM,Audit,Legal Consultation
44657,8,"Duncan, Mcbride and ",5,28/05/2023,12:01:16,1200,6000,EM,Advisory,Quarterly Review
44658,3,"Middleton, Duncan an",2,27/04/2023,16:19:02,600,1200,AM,Advisory,Strategy Consulting
44659,8,Jackson-Mcgee,1,01/04/2023,21:57:04,900,900,EM,Audit,Legal Consultation
44660,9,Cowan Group,4,29/11/2023,01:35:10,1500,6000,AM,Advisory,Legal Consultation
44661,7,Richardson Inc,7,14/03/2023,06:16:15,300,2100,AM,Management,Strategy Consulting
44662,4,Chang Inc,3,11/12/2023,14:40:08,1500,4500,EA,Tax,Annual Tax Filing
44663,3,"Kelly, Ritter and Sw",7,04/10/2023,16:37:56,300,2100,AP,Management,Quarterly Review
44664,9,Cooper-Carter,2,16/02/2023,21:27:36,900,1800,AP,Legal,Quarterly Review
44665,2,Miller-Cox,7,21/08/2023,02:23:19,600,4200,EM,Legal,Market Analysis
44666,3,Gutierrez LLC,7,17/12/2023,09:52:40,600,4200,AP,Advisory,Legal Consultation
44667,7,Collier-Lewis,2,03/12/2023,08:49:47,1500,3000,AM,Tax,Quarterly Review
44668,3,Kennedy Inc,3,18/08/2023,12:49:56,300,900,AM,Audit,Strategy Consulting
44669,2,Ray LLC,3,22/01/2023,20:52:39,1500,4500,EA,Audit,Quarterly Review
44670,9,"Espinoza, Parker and",2,18/05/2023,11:56:27,1500,3000,AP,Tax,Annual Tax Filing
44671,8,Levy-Riley,2,19/08/2023,23:55:59,1500,3000,AM,Legal,Annual Tax Filing
44672,7,Chavez PLC,4,30/07/2023,15:42:06,1500,6000,EM,Tax,Annual Tax Filing
44673,3,"Taylor, Terry and Co",2,17/06/2023,21:21:05,300,600,EA,Tax,Annual Tax Filing
44674,6,Nelson and Sons,3,01/06/2023,12:30:24,1500,4500,EM,Advisory,Annual Tax Filing
44675,7,Love-Wright,6,28/08/2023,22:04:55,900,5400,AP,Audit,Market Analysis
44676,9,"Sanchez, Anderson an",8,20/11/2023,18:44:31,1200,9600,AP,Legal,Annual Tax Filing
44677,9,Campos-Sullivan,2,31/01/2023,21:14:54,300,600,EM,Tax,Strategy Consulting
44678,8,Booth-Porter,5,26/04/2023,05:48:13,1200,6000,AP,Legal,Quarterly Review
44679,8,"Sherman, Browning an",3,15/08/2023,14:38:18,1200,3600,AP,Advisory,Strategy Consulting
44680,3,Harris-Moreno,3,30/05/2023,11:07:59,300,900,EM,Tax,Market Analysis
44681,9,"Phillips, Morris and",3,23/12/2023,20:06:10,1500,4500,EM,Advisory,Strategy Consulting
44682,9,Cruz Group,8,16/08/2023,11:35:06,900,7200,EM,Legal,Strategy Consulting
44683,4,"Gomez, White and Fer",1,03/11/2023,01:20:02,900,900,EM,Legal,Strategy Consulting
44684,1,"Mckinney, Ferguson a",2,14/04/2023,23:20:59,1200,2400,EA,Advisory,Strategy Consulting
44685,6,Lewis-Bush,4,17/12/2023,12:35:35,900,3600,EM,Tax,Quarterly Review
44686,7,Peterson Inc,5,12/12/2023,00:29:08,300,1500,AP,Advisory,Annual Tax Filing
44687,1,Wilson-Scott,2,10/12/2023,19:06:16,300,600,EA,Advisory,Quarterly Review
44688,2,Mccoy LLC,5,19/03/2023,02:46:11,900,4500,EA,Legal,Quarterly Review
44689,8,Watson-Molina,6,21/11/2023,02:28:13,900,5400,EM,Advisory,Strategy Consulting
44690,1,Mccarthy-Bailey,4,15/09/2023,22:39:20,300,1200,EA,Management,Legal Consultation
44691,7,"Garza, Kelley and Wa",8,08/11/2023,10:31:10,900,7200,AM,Legal,Market Analysis
44692,2,Adams-Knight,8,18/11/2023,01:21:29,600,4800,EM,Advisory,Market Analysis
44693,1,"Hall, Williams and F",5,03/06/2023,01:39:18,900,4500,EA,Advisory,Quarterly Review
44694,5,Perez LLC,4,15/12/2023,19:15:02,900,3600,EM,Legal,Market Analysis
44695,3,"Stanley, Rodriguez a",7,22/02/2023,19:45:40,1200,8400,AP,Legal,Market Analysis
44696,3,Mccoy-Montgomery,2,20/10/2023,10:07:03,300,600,EM,Management,Strategy Consulting
44697,7,Patterson-Howard,3,23/04/2023,01:42:18,1200,3600,EA,Tax,Market Analysis
44698,8,"Harris, Harmon and P",6,22/11/2023,09:46:22,1200,7200,EM,Legal,Legal Consultation
44699,6,White-Jacobs,5,01/06/2023,02:47:06,1200,6000,EM,Advisory,Strategy Consulting
44700,6,Lee-Taylor,6,24/12/2023,13:05:33,1500,9000,AP,Legal,Market Analysis
44701,9,Campbell LLC,5,09/06/2023,02:09:26,1200,6000,EM,Tax,Quarterly Review
44702,9,Doyle Inc,6,07/09/2023,22:57:15,1200,7200,EA,Legal,Strategy Consulting
44703,3,"Gomez, Jones and San",3,28/12/2023,14:11:38,1200,3600,EM,Management,Strategy Consulting
44704,5,"Smith, Atkins and Hi",3,24/02/2023,13:19:18,300,900,AM,Tax,Annual Tax Filing
44705,5,"Wheeler, Hill and Wi",5,12/03/2023,16:38:03,300,1500,AP,Audit,Legal Consultation
44706,2,Cohen-Anderson,7,02/11/2023,14:31:45,300,2100,AP,Management,Legal Consultation
44707,7,Avila Group,8,23/07/2023,15:24:33,1200,9600,EM,Tax,Annual Tax Filing
44708,1,Brock-Lawrence,2,24/03/2023,11:54:24,1200,2400,AP,Advisory,Strategy Consulting
44709,9,"Snyder, Marsh and Ke",5,30/04/2023,10:52:12,300,1500,AP,Management,Quarterly Review
44710,2,"Johnson, Ayala and D",4,12/01/2023,10:17:10,900,3600,EM,Legal,Legal Consultation
44711,9,"Johnson, Macias and ",1,12/12/2023,03:42:40,1200,1200,AM,Management,Legal Consultation
44712,1,Washington-Parks,6,14/12/2023,10:41:12,1500,9000,EA,Tax,Annual Tax Filing
44713,3,Roman-Davis,1,31/05/2023,08:37:43,1200,1200,EM,Tax,Legal Consultation
44714,7,Holmes-Burnett,6,29/10/2023,17:30:27,600,3600,EM,Advisory,Market Analysis
44715,9,Jackson Ltd,6,30/01/2023,11:43:42,1500,9000,EM,Audit,Market Analysis
44716,3,Wright and Sons,2,15/11/2023,11:04:54,900,1800,AM,Audit,Market Analysis
44717,5,Austin-Moore,5,12/03/2023,22:38:46,600,3000,AM,Legal,Market Analysis
44718,3,Vega-Campbell,2,21/05/2023,10:02:25,600,1200,AP,Tax,Strategy Consulting
44719,9,Howard-Wright,6,26/02/2023,18:13:36,300,1800,EM,Audit,Legal Consultation
44720,8,"Adams, Jensen and Nu",8,23/12/2023,20:55:06,300,2400,EM,Legal,Market Analysis
44721,5,Armstrong-Baker,6,27/09/2023,01:56:41,1200,7200,AM,Audit,Strategy Consulting
44722,2,Stephenson Inc,2,07/09/2023,17:11:23,900,1800,EA,Advisory,Legal Consultation
44723,3,Johnson-Harmon,6,07/10/2023,00:22:11,900,5400,EA,Management,Annual Tax Filing
44724,2,"Tucker, Ortiz and Bo",7,14/02/2023,18:53:26,900,6300,EM,Advisory,Annual Tax Filing
44725,1,Solis Group,3,02/05/2023,03:11:42,900,2700,AP,Management,Quarterly Review
44726,1,Martin and Sons,3,04/03/2023,14:08:54,1500,4500,AP,Legal,Market Analysis
44727,4,Hayden-Robinson,5,23/01/2023,14:46:34,600,3000,EA,Management,Strategy Consulting
44728,7,Jordan Group,3,24/03/2023,09:19:45,900,2700,EM,Audit,Annual Tax Filing
44729,3,"Hall, Harris and Mil",8,13/12/2023,02:46:54,1500,12000,AM,Legal,Market Analysis
44730,6,Welch-Burke,3,06/02/2023,09:11:27,900,2700,AM,Advisory,Strategy Consulting
44731,9,"Byrd, Stone and Sims",3,28/09/2023,00:26:36,600,1800,AP,Management,Strategy Consulting
44732,6,"Wilson, Gonzales and",7,16/07/2023,15:58:41,1500,10500,EM,Tax,Strategy Consulting
44733,2,"Johnson, Krueger and",6,11/09/2023,11:22:24,1200,7200,EM,Tax,Legal Consultation
44734,1,"Burke, Williams and ",6,03/10/2023,12:52:22,1200,7200,EM,Tax,Annual Tax Filing
44735,8,"Grant, Little and Wi",7,25/12/2023,10:02:55,1200,8400,AP,Audit,Market Analysis
44736,4,Rogers PLC,8,27/10/2023,15:55:28,900,7200,EM,Management,Market Analysis
44737,6,"Santana, Hubbard and",8,18/06/2023,09:29:07,1500,12000,EM,Legal,Market Analysis
44738,2,Wade PLC,8,23/07/2023,05:02:36,300,2400,AP,Advisory,Annual Tax Filing
44739,8,Evans Ltd,1,04/03/2023,00:58:44,1200,1200,AP,Advisory,Legal Consultation
44740,9,Martinez Ltd,2,03/04/2023,12:14:10,900,1800,AM,Audit,Quarterly Review
44741,2,Lang-Taylor,5,09/12/2023,11:49:11,1500,7500,AM,Audit,Legal Consultation
44742,9,Price Inc,1,22/01/2023,12:41:44,1200,1200,AM,Legal,Strategy Consulting
44743,8,Flores-Mcdonald,1,25/01/2023,00:59:23,1500,1500,AP,Advisory,Strategy Consulting
44744,7,Williams PLC,1,01/09/2023,21:37:43,900,900,AP,Legal,Legal Consultation
44745,2,Wilson-Ward,2,23/02/2023,01:01:24,1200,2400,AP,Advisory,Quarterly Review
44746,4,Williams and Sons,4,04/05/2023,08:44:50,900,3600,AP,Audit,Quarterly Review
44747,6,Kirk-Herring,1,19/08/2023,12:22:03,1500,1500,AP,Audit,Annual Tax Filing
44748,1,Smith-Marquez,7,13/07/2023,18:43:08,900,6300,AP,Legal,Strategy Consulting
44749,6,"Cantu, Coffey and Ha",2,23/02/2023,00:56:09,900,1800,EM,Management,Annual Tax Filing
44750,5,Dickerson PLC,2,24/07/2023,10:21:21,900,1800,EM,Audit,Strategy Consulting
44751,6,Blake PLC,7,13/05/2023,01:03:30,900,6300,AP,Tax,Quarterly Review
44752,3,Sanchez PLC,5,08/08/2023,08:19:29,300,1500,AP,Advisory,Annual Tax Filing
44753,4,Foster PLC,1,22/09/2023,06:29:26,300,300,AP,Advisory,Legal Consultation
44754,8,Martinez and Sons,8,30/01/2023,17:00:41,900,7200,AM,Legal,Market Analysis
44755,9,"Williams, Cole and H",2,16/12/2023,21:01:27,900,1800,AP,Audit,Legal Consultation
44756,1,"Wallace, Johnson and",6,08/09/2023,01:48:56,600,3600,EM,Tax,Legal Consultation
44757,1,"Smith, Martin and Ba",5,27/09/2023,23:55:16,900,4500,EA,Audit,Legal Consultation
44758,1,Martin-Mason,5,25/09/2023,07:23:00,600,3000,AP,Audit,Market Analysis
44759,4,Wilson-Scott,6,11/06/2023,20:08:16,900,5400,AM,Legal,Strategy Consulting
44760,1,"Nguyen, Grant and Gr",8,20/11/2023,02:52:15,900,7200,EA,Legal,Annual Tax Filing
44761,2,"Fisher, Mcpherson an",5,07/12/2023,14:30:34,300,1500,EM,Legal,Market Analysis
44762,9,"Smith, Kemp and Colo",6,23/07/2023,00:19:04,300,1800,EM,Legal,Strategy Consulting
44763,7,Williams and Sons,5,18/10/2023,15:36:13,300,1500,AM,Advisory,Market Analysis
44764,7,"Gonzalez, Hall and B",4,11/09/2023,10:33:56,600,2400,AP,Audit,Annual Tax Filing
44765,4,"Rush, Ward and Conne",6,13/05/2023,11:17:48,1500,9000,EM,Audit,Legal Consultation
44766,3,"Rice, Gregory and Go",3,17/02/2023,09:17:59,1500,4500,EM,Audit,Quarterly Review
44767,8,"Torres, Rosales and ",1,26/04/2023,20:10:01,1200,1200,AM,Management,Legal Consultation
44768,4,"Walter, Weber and Co",1,23/11/2023,20:48:10,300,300,AM,Advisory,Market Analysis
44769,4,James Ltd,7,28/07/2023,00:27:10,900,6300,EM,Management,Quarterly Review
44770,8,"Cameron, Hernandez a",2,26/12/2023,10:52:41,1200,2400,AP,Audit,Annual Tax Filing
44771,2,Campbell-Wilson,5,01/10/2023,22:33:53,1500,7500,EM,Management,Legal Consultation
44772,8,"Castro, Cook and Gon",5,13/02/2023,15:05:30,300,1500,EA,Legal,Strategy Consulting
44773,1,"Mcguire, Phillips an",6,08/12/2023,18:06:05,1200,7200,AP,Audit,Market Analysis
44774,8,Butler-Sullivan,3,21/12/2023,05:49:31,600,1800,EA,Audit,Strategy Consulting
44775,7,"Gill, Hood and Shaw",5,25/02/2023,21:39:37,300,1500,EM,Management,Market Analysis
44776,2,"Lewis, Allen and Arn",5,25/03/2023,01:19:44,1200,6000,AP,Advisory,Legal Consultation
44777,3,Berg Ltd,8,10/06/2023,04:12:15,1500,12000,EM,Tax,Strategy Consulting
44778,7,"Gomez, Smith and Lop",4,15/03/2023,07:08:33,900,3600,AP,Tax,Market Analysis
44779,6,Villanueva Inc,7,19/02/2023,10:07:59,300,2100,AM,Audit,Strategy Consulting
44780,6,"Perkins, Benjamin an",2,06/01/2023,11:59:37,300,600,EM,Audit,Annual Tax Filing
44781,1,"Durham, Lopez and Me",1,05/10/2023,04:27:47,300,300,EM,Advisory,Strategy Consulting
